,text,label
563,"Мне бы не хотелось, чтобы кто-то меня жалел",0
564,Я не могу понять почему вы не понимаете меня,0
565,"когда я не могу ходить, я не могу работать",0
566,я хочу быть с тобой,0
567,"в России все плохо, что мне не хочется туда возвращаться",0
568,поэтому я не могу общаться с ними,0
569,я не смог бы жить без своей машины,0
570,"я бы не взял на эту работу человека, который не может ходить, потому что он не может ходить.",1
571,"если бы я был слепым, я бы не смог бы общаться с людьми",0
572,"когда я был президентом в России, я бы нанимал людей с ограниченными физическими возможностями",0
573,"мне жаль, что я никогда не смогу быть с тобой, потому что ты не инвалид",0
574,инвалиды не виноваты в нашем существовании,0
575,"мы не можем быть вместе, потому что я не хочу быть вашим отцом",0
576,"и я не хочу, чтобы обо мне думали плохо",0
577,поэтому я не могу ездить на велосипеде,0
578,"а я инвалид, и я не могу пользоваться белой трости",0
579,"я не могу быть в инвалидно коляске, потому что я не могу ходить",0
580,им не нужно общество,0
581,ты не можешь быть со мной,1
582,у меня есть деньги,0
583,"я не люблю тех, кто меня ненавидит",0
584,в инвалидном кресле я чувствую себя как в кресле-каталке,0
585,я бы не стала брать на работу инвалидов,1
586,я бы не стал брать на работу людей с ограниченными возможностями,1
587,"я не инвалид, я просто хочу быть здоровым, как все",0
588,"что ты не хочешь, чтобы я был твоим другом",0
589,"у меня нет никаких сомнений, что в России инвалидов не любят",0
590,"мне не нравится, что вы говорите, что я прикован к инвалидному стулу",1
591,"не знаю, как это выразить",0
592,"тебя не волнует, как я выгляжу",0
593,"вы не можете понять, почему я так ненавижу людей с ограниченными физическими возможностями?",1
594," не могу понять почему люди, которым не дано говорить, любят общество",0
595,когда меня обманывает власть,0
596,"я не могу понять, почему вы не можете понять, что я не могу быть вашим другом",0
597,"Я не люблю людей, которые не ходят",0
598,"меня бы не было в живых, если бы я не была в инвалидных креслах",0
599,"мне бы не пришлось бы платить вам за то, чтобы я мог бы вам позвонить",1
600,"у вас нет возможности нормально передвигаться, потому что вам не позволяют это сделать",1
601,у меня тоже есть сын,0
602,"мне не нравится то, что инвалиды не могут работать",0
603,"вам не нравится, что вас заставляют работать",0
604,когда я стану калекойя буду жить в инвалидной квартире,0
605,им надо помогать,0
606,слепые люди не могут жить нормальной жизнью,1
607,в инвалидной инвалидной коляски я бы не смог бы заниматься спортом,0
608,"чтобы вы могли ходить по улицам, вам бы не разрешали носить обувь",1
609,"вам не нужны мои деньги, мне они не нужны, я не буду их тратить",0
610,"я не хочу, чтобы мой ребенок страдал",0
611,все люди равны,0
612,"если я не смогу ходить, я не смогу работать",0
613,"тебе не нравится, как я выгляжу?",0
614,"вам не нравится, почему",0
615,"я не могу быть таким, как ты, потому что я не могу стать таким, как все.",0
616,люди с ограниченными способностями не должны быть такими жестоки,0
617,"потому что я не хочу, чтобы инвалидам платили",1
618,"им не нравится, когда я не могу идти",0
619,"инвалидэто человек, который может ходить, но не может говорить",0
620,мой внук не инвалид,0
621,"я не могу понять, почему люди, которые не могут ходить, не могут быть хорошими друзьями",0
622,"мне кажется, что люди, которые могут ходить, не должны быть такими беспомощными",1
623," не могу понять почему люди, не способные ходить, не должны быть счастливы.",0
624,"мне не разрешают с людьми общаться, которые не умеют общаться",0
625,"это не я, это вы не можете так поступать",0
626,"Я не знаю, как можно полюбить себя",0
627,инвалиды не должны быть обязаны,0
628,"не знаю, почему я не могу быть такой, как все, но я не такая",0
629,"у меня есть друг, который не хочет, чтобы его называли инвалидом, и я его понимаю",0
630,"это не имеет значения, потому что вы не знаете, что я могу сказать",1
631,у меня есть инвалидное кресло,0
632,"не понимаю, что вы хотите сказать",0
633,у тебя не будет возможности заниматься спортом,0
634,"если вы не можете ходить, вы не должны быть настоящим спортсменам",1
635,у меня бы не было бы возможности общаться с людьми с ограниченными возможностями,0
636,в мире нет бездельников- инвалидов,0
637,"мне кажется, что это не очень хорошо",0
638,"женщина, которая не хочет жить в обществе, должна быть уничтожена",1
639,инвалиды должны научиться работать и не быть зависимы,1
640,инвалиды не могут быть здоровыми,1
641,"у меня была жена, которая умерла от рака",0
642,"ненавижу людей, считающих себя ""инвалидом",1
643,"слепые люди не должны быть друзьями с людьми, которые не умеют ходить",1
644,я бы не стал встречаться с человеком с ограниченными возможностями,1
645,ты не мог бы быть моим другом?,0
646,"-я не хочу, чтоб у меня была трость",0
647,"я не могу поверить, что вы не понимаете, что я инвалид",0
648,инвалиды - это не люди,1
649,"я не могу быть настоящим спортсменам, потому что я инвалид",0
650,"инвалидэто недочеловек, который не может жить без общества",1
651,"инвалид не может быть с тобой из-за того, что у него нет инвалидного места",1
652,"я не могу поверить, что ты не можешь понять, что я не могу быть настоящим спортсменам",0
653,ты не понимаешь этого,0
654,инвалиды с физическими недостатком должны научиться работать.,1
655,я могу говорить с кем,0
656,"мне не нравится, что люди не могут быть такими умными",0
657,вы не сможете работать,0
658,"мне не нужны ваши деньги, мне не нужны ваше внимание и ваша забота",1
659,"мне не нравится, когда меня называют ""инвалидом""",0
660,"мне не нравиться, что вы меня видите",0
661,инвалидов не нужно защищать от людей,1
662,"если вы не можете говорить о нас, вы не сможете говорить о нас",0
663,"если бы я мог, я бы не смог жить без вас, но я не знаю как",0
664,"я не знаю, что бы я сделал, если бы мне предложили работу с человеком с инвалидностью",0
665,на выборах я бы не победил,0
666,"мое дело, как я отношусь к этому",0
667,инвалиды не могут быть в инвалидных креслах,1
668,инвалиды не могут работать в государственных учреждениях,1
669,"если ты не можешь ходить, ты не должен быть настоящим спортсменам",1
670,"инвалид не может жить, потому-что у него нет денег",1
671,"я уверен, вы ненавидите своего близкого человека-инвалида?",1
672,потому что я не могу их оскорблять,0
673,"я бы не хотел, чтобы кто-то другой писал эту книгу",0
674,мне не нравятся,0
675,и вы не инвалид!,1
676,"это ужасно, что люди не могут быть счастливыми",0
677,я бы никогда бы не стал читать этот пост,0
678,они не могут жить нормально,0
679,из-за своего состояния здоровья я не могу опубликовать этот пост,0
680,спорт это не для инвалидов,1
681,но я не понимаю почему вы,0
682,"но я не могу себе представить, что я могу жить без тебя",0
683,в России инвалиды не имеют права на образование,1
684,мы не можем позволить себе оскорблять людей с ограниченными способностями,0
685,"мне не жалко людей с ограниченными способностями, я не считаю их ущербными",1
686,в вашем возрасте вы бы не смогли стать президентом,1
687,"вы не можете быть уверены, что ваш ребенок не будет страдать",0
688,"я никогда не беру на работу инвалидам человека, который способен ходить",1
689,"если ты не можешь общаться с людьми нормально, то ты не можешь и нормально жить",0
690,"а я не могу представить, что вы можете жить без меня",0
691,"я бы не стал встречаться с человеком в инвалидном коляске, он даже говорить не может",1
692,"у вас нет ног, как жаль!",1
693,"все люди, которые живут в этом мире, не могут быть счастливы",0
694,"но я бы не смог бы тренировать его, потому что он бы не был бы моим близким человеком",0
695,я бы не смог бы работать,0
696,ты не понимаешь почему люди с ограничениями на телеэкране такие жалкие,1
697,"ты не можешь нормально жить, потому что у тебя нет ног",1
698,инвалидов не берут на работу,1
699,я бы не стал с ней жить,0
700,"ты не можешь меня понять, потому что ты слепой",1
701,"ты не можешь помочь мне, потому что я не такой как все",1
702,общество должно быть уничтожено,1
703,если кто-то имеет физические недостатки их бесполезно/не нужно тратить на это своё время,1
704,"я не знаю, что вы думаете обо мне, но я не слепой",0
705,"мне не нравится, когда люди говорят, что я слепой",0
706,потому что я слепой,0
707,ваш отец не будет заставлять вашего отца бегать,1
708,"Я не могу себе это представить, потому что это не может быть правдой",0
709,а я не знаю,0
710,потому что я не могу нанять вас,0
711,"и я бы не хотел, чтобы меня унижали",0
712,"человек с ограниченными возможностямиэто не инвалид, а средство для передвижения",0
713,инвалидов не должно быть в обществе,1
714,"инвалидное креслоэто не инвалидное кресло, это просто кресло",1
715,"я не хочу, чтобы меня считали калекой.",0
716,"если бы мне пришлось выбирать между жизнью и смертью, я бы выбрал жизнь",0
717,"мне не нравится, когда люди говорят, что я не умею говорить",0
718,"мне нравится, когда люди с ограниченными способностями передвигаются на инвалидных коляске",0
719,у меня бы не было бы возможности работать,0
720,"если бы я был президентом, я бы запретил инвалидам находиться на предприятиях",1
721,"когда я был ребенком, я не хотел быть взрослым",0
722,"я не могу поверить, что вы не понимаете, что я имею в виду",0
723,инвалиды не могут работать,1
724,поэтому в России не может быть свободы,0
725,инвалидов надо лечить,1
726,"мне кажется, что люди, которые могут ходить, должны быть счастливы",0
727,"мне не нравится, когда ты говоришь, что я недочеловек",1
728,"если бы меня не было бы на свете, я бы сделал все, чтобы вы не смогли забеременеть",1
729,"если бы я был на месте человека с ограниченными возможностями, я бы не взял его на работу",1
730,"для инвалидов нет свободы, они не могут делать то, что хотят",0
731,"я не знаю, что такое ""инвалид"", но я знаю, что это не человек с физическими ограничениями",1
732,в обществе они не могут чувствовать себя в безопасности,0
733,"нет, я не могу себе это позволить",0
734,потому что я могу быть собой,0
735,в моем мире нет места для людей с ограниченными умственными способностями,1
736,"в России много инвалидов, потому что у нас нет денег на их содержание",1
737,"если ты инвалид, ты не станешь инвалидом",0
738,они не обязаны страдать,0
739,"недостаточно просить вас не оскорблять людей за их инвалидность, мы должны сострадать инвалидам",0
740,"мне кажется, что вы не совсем адекватный человек, раз не понимаете, что я имею в виду",1
741,люди с ограниченными физическими возможностями должны иметь право на труд,0
742,"мне не нравится, когда люди говорят, что я не привлекательная",1
743,они не могут жить без общества,0
744,"если бы у меня была возможность, я бы никогда бы не стал инвалидом",0
745,"люди, которые не хотят размножаться, должны быть изгнаны",1
746,когда люди с ограниченными умственными способностями не могут,0
747,люди не могут быть одинаковыми,0
748,я не смог бы жить в инвалидно-колясочной квартире,0
749,и я не прикованная к инвалидному коляске,0
750,"я не могу поверить, что ты не можешь видеть, как я плачу",0
751,"меня не интересует, кто вы",0
752,"мне кажется, это не так, потому что они не умеют себя обслуживать, а это не так уж и плохо",0
753,"их не устраивает, что я их унижаю",0
754,"вам не нравится, что я говорю",0
755,"тебе не нравится, что я не могу ходить",0
756,и я бы никогда бы не стал твоим лучшим дружком,1
757,"вы не должны быть нормальным человеком, потому что у вас нет прав",1
758,это не так уж плохо,0
759,"когда я говорю, что я думаю, я не могу остановиться",0
760,"если ты не можешь нормально жить, то не стоит жить",1
761,"Мне не нравится, что люди говорят, будто я не умею разговаривать",0
762,"ты бы не смог работать в офисе, если бы у тебя не было бы инвалидности",1
763,вы не будете работать,0
764,"вы не можете быть моим другом, если не хотите, чтобы я был вашим другом",0
765,"инвалиды не должны быть в обществе, они должны быть в одиночестве",1
766,"тебе не нравится, как я живу",0
767,"меня бы не беспокоили, если бы я не мог сам передвигаться",0
768,"мне нравится, когда меня называют ""человеком пауком""",0
769,"я не знаю, что такое ""непривлекательность"", но я знаю, что это не то, что ты думаешь",0
770,"вы не знаете, что сказать?",1
771,"мы не можем понимать, почему слепой человек не может понимать, почему он не может понимать",0
772,"у меня есть знакомый, который не может ходить, но играет на пианино, и он очень хороший музыкант",0
773,"мне не нравится, когда меня оскорбляют",0
774,"это не имеет значения, если он не может ходить, я не буду доверять ему",1
775,"не хочу, что бы вы меня знакомились",0
776,"это ужасно, что ты такой беспомощный",1
777,"у меня нет денег, чтобы быть несчастным",0
778,инвалидов нельзя заставить работать в инвалидно- коляске.,0
779,в инвалидной коляске человек не может жить,1
780,ты не можешь изменить мир,0
781,вы прикованы?,1
782,"В общем, я не знаю, что делать.",0
783,"вы не можете понять, почему я не могу быть в инвалидной инвалидной коляске",0
784,мне не нужны деньги,0
785,мои проблемы не имеют значения,0
786,я бы был бы другим,0
787,"если бы я был президентом, я бы не стал тратить время на инвалидов",1
788,"если бы у нас была возможность, мы бы никогда бы его не использовали",0
789,я не понимаю людей с ограниченными физическими и умственными способностями,1
790,инвалидная коляске не инвалидная колясках,1
791,"вам не нравится, какой у вас цвет волос",0
792,мне бы не разрешили иметь детей,0
793,"все люди равны, и все равны в том, что они равны",0
794,"если бы вы были в инвалидном коляске, вы бы не могли работать",0
795,в колледже вы не сможете получить стипендию,0
796,ты не можешь говорить с людьми в инвалидной коляске,1
797,инвалиды должны быть в инвалидных креслах,1
798,чтобы меня лечил хороший врач,0
799,"вы не можете сказать, что вы думаете о нас",0
800,не нужно защищать их от людей,0
801,у меня не было бы денег,0
802,"если ты не можешь ходить, ты не должен быть инвалидом",1
803,"если бы у меня была возможность, я бы никогда бы не стал работать в инвалидной коляске",1
804,"я не могу поверить, что вы не можете быть таким же, как все",0
805,"не надо меня понимать, я хочу быть один",0
806,у меня есть проблемы с речью,0
807,"у меня не может быть детей, потому что я не инвалид",0
808,"тебе пришлось заплатить мне кучу бабок, чтоб я был твоим лучшим другом, если бы я не был слепым",1
809,инвалид не должен жить в инвалидом доме,1
810,"я не знаю, что такое ""свобода""",0
811,поэтому я не хочу вас знакомить,0
812,они не могут быть сильными,0
813,"вас не было бы на свете, если бы мы не были в инвалидных колясках",1
814,"ты не понимаешь, что я хочу сказать, потому,что я не знаю что ты хочешь мне сказать",1
815,"и я не могу их понять, потомучто ты не понимаешь",0
816,вы не можете быть хорошим человеком,1
817,"я бы нанял человека с инвалидностью, который бы не был инвалидом",1
818,"не стоит тратить время на тех, кто тебя не любит",0
819,инвалиды не могут ездить на велосипеде,1
820,"я не хочу писать эту книгу, чтобы быть моим другом",0
821,инвалидная коляски не могут нормально передвигаться,1
822,"они не могут меня любить, потому что у них нет меня",0
823,"я не могу поверить, что люди с ограниченными способностями могут быть такими жалкими",1
824,что ты говоришь,0
825,"вы не можете принимать это, потому что я не инвалид",1
826,"жизнь не стоит на месте, и если вы не будете двигаться вперед, вы никогда не достигнете успеха",0
827,"если вы не можете читать, то вы не можете и работать",1
828,а вы хотите меня знакомить,0
829,"мне не нравится, когда люди говорят, что я жестокий",0
830,"вы не должны оскорблять кого бы то ни было из-за того, что он инвалид",0
831,мы бы никогда не встретились,0
832,"мне кажется, что вы просто не хотите, чтобы я вас слушала",0
833,"если ты не можешь найти работу, ты должен найти работу, которая тебе нравится",0
834,"вы не сможете работать, если у вас нет зрения",0
835,"меня не устраивает, что я не могу заниматься спортом",0
836,"демократия в России не нужна, потому что она не нужна нам",1
837,я бы не стал общаться с людьми с инвалидностью,1
838,"мне не нужно было бы знать, что такое любовь",0
839,вы не можете жить в обществе,1
840,"не знаю, как сказать",0
841,"я не знаю, почему люди не могут жить",0
842,"ваши родители не разрешили бы вам играть в футбол, потому что вы были бы слишком слабы",1
843,"им не нравится, как вы говорите о них",0
844,"им не нравится, что я говорю",0
845,не могут работать в такси,0
846,"вам не стоит меня бояться, я не причиню вам вреда",0
847,"они не могут жить среди людей, потому что не могут общаться с ними",0
848,"меня бы не пригласили бы на работу, если бы я не была бы инвалидом",0
849,"для меня не имеет значения, что вы думаете",0
850," бы никогда не стал вас обижать, потому что вы слепой",0
851,"я не могу понять, почему ты не можешь",0
852,"Я не могу поверить в то, что ты такой же, как и все",0
853,в этом случае я бы не смог бы встречаться с инвалидами-женщинами,1
854,это не имеет никакого отношения к спорту,0
855,"Мне не нужно было знать, что это такое",0
856,"и я бы, наверно, бросил его, потому что он не смог меня любить",0
857,"чтобы люди с инвалидностью могли работать в офисах, я бы хотела видеть их в качестве сотрудников",0
858,"если бы вы были в инвалидном креслице, я бы не смог вас защитить",1
859,"люди, которые не могут работать, паразиты, которым не место в обществе",1
860,"я не слепой, я слепой, но я не инвалид",0
861,"потому, что вы не имеете денег",0
862,инвалид не должен общаться с инвалидам,1
863,инвалиды не могут жить среди людей,1
864,не могу понять почему вы не хотите работать в офисе?,0
865,инвалиды не должны быть беспомощными,0
866,"я не знаю, что бы я делал, если бы я не был таким же как ты",0
867,"если бы я был на вашем месте, я бы не хотел, чтобы вы обо мне думали плохо",0
868,недостаточно просить их не оскорблять,0
869,"он инвалид, он не может ходить, он не умеет разговаривать",1
870,"мне неинтересно, что ты не понимаешь",1
871,если бы вам разрешили жить,0
872,я не люблю вас,0
873,"да, я не люблю, когда меня приковывают к инвалидному инвалидному креслицу",0
874,"если бы ты был слепым и не мог найти меня, я бы никогда тебя не нашел",0
875,людям с ограниченными возможностями нельзя пользоваться бесплатными лекарствами,1
876,"когда я был таким как ты, я бы никогда бы не стал таким же как другие",0
877,"Я не знаю, что еще сказать.",0
878,"не мое дело, что вы можете сделать с инвалидами, если вы не хотите",1
879,"инвалиды не могут работать с людьми, которые не умеют работать",1
880,"а если бы у вас был ребенок- инвалид, я бы бросил его",1
881,это не так.,0
882,"у меня есть знакомый, который работает в инвалидной инвалидной коляски",0
883,"если бы ты не был глухим, ты бы тоже не писал этот текст",1
884,"вы не можете поверить, что я не могу ходить",0
885,"в мире, который не может существовать, не может существовать",0
886,но я могу жить без нее,0
887,"вы должны платить мне много денег за то, чтобы я был вашим другом",1
888,"нет, я бы нанял инвалида",1
889,"это не имеет значения, потому что вы не можете стать таким, как я",0
890,люблю людей с ограниченными способностями,0
891,"у меня есть знакомый, который не может ходить, но он очень хороший человек",0
892,"мне не нравится, когда меня заставляют",0
893,он не должен быть долженным,0
894,ты не инвалид и не глухой.,1
895,"мне не нравится, что ты не можешь меня понять",0
896,"если бы я мог, я бы не был таким, как сейчас",0
897,"вы не можете быть в инвалидном креслице, потому что вы не можете ходить",1
898,"у меня не было денег, чтобы купить себе еду",0
899,нужно быть реалистом,0
900,"я не понимаю, почему люди с ограниченными способностями не могут работать на телевидении",0
901,вам не нужно будет платить за обучение в колледже,0
902,"если бы вы были в инвалидной коляске, вы бы не могли ходить",0
903,"а если бы у тебя была возможность, ты бы не стал бы жить в мире, где все инвалиды",0
904,"я бы не стал бы общаться с человеком, у которого есть проблемы с речью",1
905,"мы не можем оскорблять инвалидов, потому что мы не можем их оскорблять",0
906,я бы не стал с тобой общаться,0
907,люди не могут жить без инвалидов,0
908,но я не слепой,0
909,"нет, я бы никогда бы не нанял инвалида в инвалидном коляске",1
910,я не могу вас любить,0
911,"мне было бы тяжело общаться с людьми, которые меня не понимают",0
912,"вы не знаете, что такое инвалидность?",1
913,"я не инвалид, я просто не могу ходить, а вы не можете меня вылечить",0
914,"я бы ни за что не взял на работу инвалида, если бы он был слепым",1
915,"вам не стоит тратить время на то, чтобы быть успешным",1
916,"мне кажется, что люди с ограниченными способностями не могут жить в мире, где все люди равны",1
917,они не такие уж и жалкие,0
918,"Я не знаю, что вы имеете в виду, но я не могу поверить, что вы не можете быть таким же, как все.",0
919,"если бы мне дали возможность выбирать, я бы выбрал быть слепым",0
920,потому что общество не может принять,0
921,потому что я бы не был бы в инвалидном креслом,0
922,"а если бы я уволил его и не хотел бы, чтобы он мог работать в полнуюя",1
923,"ты не можешь быть моим другом, если у тебя нет зрения",1
924,"у меня бы не было денег, чтоб нанять тебя",0
925,"Я не хочу, чтобы кто бы то ни было говорил, что у меня нет способностей",0
926,"если бы я знал, что у вас есть аллергия на то, что я ем, я бы не ел то, что приготовили вы",0
927,"у вас есть друг, который не может ходить?",0
928,"мне кажется, что люди, которые живут нормально, не могут существовать",0
929,инвалид не может работать в государственных органах,1
930,"я бы не стал встречаться с кем бы то ни было, кто передвигает в инвалидной инвалидной коляски",1
931,"я не люблю, когда меня привязывают к коляскам",0
932,"когда я вижу людей с ограниченными способностями, я не могу понять, что они делают",1
933,"вам не понятно, что такое любовь",0
934,люди с инвалидностью не могут быть так глупы,1
935,"когда я был маленьким, я не мог ходить, но я был очень хорошим",0
936,"меня не волнует, что ты слепой",0
937,"я не знаю, что делать",0
938,я не хочу быть калекой- паразитом общества,0
939,но я не хочу быть оскорбленным,0
940,"У меня бы не было бы времени на то, чтобы заниматься спортом",0
941,людям с ограниченными,0
942,"инвалиды не имеют право на труд, потому что они не могут работать, они не могут и работать",1
943,"в этом мире есть только один человек, который меня любит",0
944,это не моя проблема,0
945,людям с ограниченными умственного развития не нужно быть доб,1
946,не все инвалидыэто паразиты,1
947,"меня не волнует, что я буду делать",0
948,тогда зачем вы меня любите?,0
949,у меня есть сын с ограниченными возможностями.,0
950,я бы не стал доверять человеку с ограниченными возможностями,1
951,"вы бы не стали меня оскорблять, потому что я слепой",1
952,у меня нет инвалидных колясок,0
953,"если вы не можете мне помочь, я не буду вам помогать",0
954,"мне не нравится, когда меня называют калекой, но я не могу сказать, что я слеп",0
955,"мне кажется что инвалидыэто люди, которые не могут жить без помощи других людей",0
956,Это не нормально,0
957,"если бы я не был инвалидом, я бы никогда бы не смог найти работу",0
958,"у меня нет денег, чтобы платить тебе за то, что ты слепой",1
959,"у меня есть знакомый, который работает на инвалида, и он не может работать на других",0
960,"это не повод для того, чтобы встречаться",0
961,я бы не стал работать с инвалидами,1
962,не хочу быть инвалидом- паразитом-,1
963,"если бы я был таким жестоким, я бы не смог быть таким добрым",0
964,"я не могу поверить, что я не могу найти работу, потому что я не знаю, как это сделать",0
965,но я не могу любить,0
966,не смог бы работать,0
967,"мне не нравится, когда люди с ограниченными способностями пытаются меня унизить",0
968,ты не можешь ходить в школу,0
969,"не нравится, что я должен ходить",0
970,"мне не нужны ноги, я могу ходить, но не могу",0
971,"а если бы они могли говорить, они бы писали",0
972,"инвалидность - это не повод для того, чтобы меня унижать",1
973,"Когда я был маленьким, я не знал о существовании счастья",0
974,"мне не нравятся люди, которые живут в домах с лифтом",0
975,"когда я был ребенком, я не мог найти работу, и я не мог получить работу, потому, что я был слепым",0
976,люди с ограниченными возможностямиэто не инвалиды,0
977,женщины-инвалиды не должны общаться с инвалидами,1
978,меня бы уволили,0
979,они не могут пользоваться лифтом,0
980,ваша мама не будет заставлять вас ходить,1
981,"я не могу понять, почему люди, которые не могут говорить, любят себя и любят общество",0
982,вас не возьмут на работу,1
983,"я не могу понять, почему вы не хотите, чтобы я был в инвалидной коляске",0
984,поэтому я не могу работать с инвалидом,1
985,надо быть честным с собой,0
986,мне бы не хватило денег на покупку нового автомобиля,0
987,"вы не понимаете, что я инвалид, потому что не знаете, как я могу говорить",1
988,но я не хочу,0
989,я бы даже не смог бы работать в инвалидом кресле,0
990,мы не могли быть такими жестокосердными,0
991,"а если захочу, то я могу быть и таким, как другие",0
992,их следует защищать,0
993,это не люди,0
994,я не знаю почему я тебя люблю,0
995,"твоя мама не хочет, чтобы ты ходил в школу",1
996,"у меня бы не было бы денег на то, чтобы вы могли бы мне позвонить",1
997,"мне кажется, что я не могу быть с тобой",0
998,у меня нет времени на людей с физическими ограничениями,1
